timestamp panPosition tiltPosition panCtrlType panSetValue tiltCtrlType tiltSetValue local.lat local.lon local.elev object.lat object.lon object.elev object.x object.y object.z estObject.x estObject.y estObject.z estObject.lat estObject.lon estObject.elev 
1426597985.939 3220584 19613 2 168.993 2 18.4224 47.6028727 8.5340249 418.706 47.6036202 8.5322329 494.649 -51.8204 167.855 88.6836 -231.858 149.936 91.9705 47.6042211066532 8.53094170245206 510.68244630743 
1426597986.139 3220196 19459 2 168.553 2 18.2681 47.6028724 8.5340247 418.631 47.6036202 8.5322329 494.649 -51.8204 167.855 88.6836 -235.269 149.596 92.0328 47.6042177521009 8.53089614232007 510.669838899929 
1426597986.339 3219767 19294 2 168.124 2 18.1163 47.6028726 8.5340248 418.576 47.6036202 8.5322329 494.649 -51.8204 167.855 88.6836 -238.662 149.259 92.0947 47.6042149131878 8.53085111474299 510.676913421017 
1426597986.539 3219333 19127 2 167.701 2 17.9657 47.6028727 8.534025 418.562 47.6036202 8.5322329 494.649 -51.8204 167.855 88.6836 -242.069 148.92 92.1569 47.6042119626314 8.53080601468977 510.725227062492 
1426597986.739 3218900 18961 2 167.288 2 17.8174 47.6028719 8.5340256 418.515 47.6036202 8.5322329 494.649 -51.8204 167.855 88.6836 -245.463 148.582 92.2189 47.6042081234228 8.53076148335082 510.740310507392 
1426597986.939 3218473 18809 2 166.883 2 17.6709 47.6028716 8.5340261 418.512 47.6036202 8.5322329 494.649 -51.8204 167.855 88.6836 -248.852 148.245 92.2807 47.6042047880646 8.53071690958784 510.799316566938 
1426597987.139 3218050 18663 2 166.485 2 17.526 47.6028716 8.5340261 418.512 47.6036202 8.5322329 494.649 -51.8204 167.855 88.6836 -252.246 147.907 92.3427 47.6042017488714 8.53067177913911 510.861402409074 
1426597987.339 3217626 18508 2 172.029 2 30.3821 47.6028711 8.5340263 418.537 47.6036202 8.5322329 494.649 -104.582 75.7666 75.7137 -104.582 75.7666 75.7137 47.6035525 8.5326356 494.252 
1426597987.539 3217468 18865 2 172.61 2 30.9256 47.6028711 8.5340267 418.524 47.6036202 8.5322329 494.649 -104.582 75.7666 75.7137 -101.941 75.4412 75.9772 47.6035495739319 8.53267112068564 494.502465062155 
1426597987.739 3219170 20627 2 173.218 2 31.484 47.6028712 8.534027 418.535 47.6036202 8.5322329 494.649 -104.582 75.7666 75.7137 -99.2819 75.1136 76.2425 47.6035467277698 8.53270678238959 494.778739322946 
1426597987.94 3222122 24241 2 173.838 2 32.0446 47.6028714 8.5340268 418.554 47.6036202 8.5322329 494.649 -104.582 75.7666 75.7137 -96.664 74.7911 76.5037 47.6035440274012 8.53274139430822 495.058890390737 
1426597988.14 3223209 29291 2 174.494 2 32.6271 47.6028713 8.5340265 418.546 47.6036202 8.5322329 494.649 -104.582 75.7666 75.7137 -93.9965 74.4624 76.7699 47.6035409720737 8.53277656577914 495.316990428015 
1426597988.34 3223658 33431 2 175.17 2 33.2153 47.6028715 8.5340257 418.572 47.6036202 8.5322329 494.649 -104.582 75.7666 75.7137 -91.3538 74.1368 77.0335 47.6035382441857 8.532810907728 495.606619624295 
1426597988.54 3225597 36391 2 175.875 2 33.817 47.6028716 8.5340246 418.613 47.6036202 8.5322329 494.649 -104.582 75.7666 75.7137 -88.6995 73.8098 77.2984 47.6035354034748 8.53284510343675 495.91240343355 
1426597988.74 3226056 37972 2 176.605 2 34.4277 47.6028714 8.5340236 418.559 47.6036202 8.5322329 494.649 -104.582 75.7666 75.7137 -86.0535 73.4838 77.5624 47.603532271895 8.53287928952425 496.12236612488 
1426597988.94 3227253 37792 2 177.367 2 35.0506 47.6028708 8.5340231 418.574 47.6036202 8.5322329 494.649 -104.582 75.7666 75.7137 -83.4009 73.157 77.827 47.6035287330126 8.53291406306222 496.401985874429 
1426597989.14 3227955 36991 2 178.156 2 35.6815 47.6028705 8.5340228 418.553 47.6035402 8.5329392 492.98 -104.582 75.7666 75.7137 -80.7582 72.8314 78.0907 47.6035255051167 8.53294890463369 496.644616880325 
1426597989.34 3228944 37647 2 178.982 2 36.3252 47.6028705 8.5340224 418.537 47.6035402 8.5329392 492.98 -104.582 75.7666 75.7137 -78.1039 72.5044 78.3555 47.6035225643546 8.53298380048242 496.893406476049 
1426597989.54 3229782 38326 2 179.833 2 36.9725 47.6028703 8.5340221 418.52 47.6035402 8.5329392 492.98 -104.582 75.7666 75.7137 -75.4744 72.1804 78.6179 47.6035194510512 8.533018466638 497.138723840979 
1426597989.74 3230654 39016 2 180.725 2 37.6329 47.6028702 8.5340218 418.456 47.6035402 8.5329392 492.98 -104.582 75.7666 75.7137 -72.8284 71.8544 78.8819 47.6035164194635 8.53305335216064 497.338688134246 
1426597989.94 3231622 39709 2 181.659 2 38.3044 47.6028701 8.5340219 418.502 47.6035402 8.5329392 492.98 -104.582 75.7666 75.7137 -70.1725 71.5272 79.1469 47.6035133768312 8.53308876999129 497.649646053115 
1426597990.14 3232343 40411 2 182.627 2 38.9805 47.6028701 8.5340221 418.523 47.6035402 8.5329392 492.98 -104.582 75.7666 75.7137 -67.5298 71.2016 79.4105 47.6035104488636 8.53312411170481 497.934283932869 
1426597990.34 3233599 41127 2 185.359 2 37.5352 47.6028701 8.5340221 418.523 47.6035402 8.5329392 492.98 -63.0261 73.1419 74.1803 -63.0261 73.1419 74.1803 47.6035279 8.533184 492.704 
1426597990.54 3233981 40663 2 186.551 2 38.1008 47.6028701 8.5340221 418.523 47.6035402 8.5329392 492.98 -63.0261 73.1419 74.1803 -60.248 72.9341 74.1783 47.6035260313796 8.53322094244311 492.701953311598 
1426597990.74 3236193 39710 2 187.78 2 38.6629 47.6028705 8.5340223 418.521 47.6035402 8.5329392 492.98 -63.0261 73.1419 74.1803 -57.4956 72.7282 74.1763 47.603524580086 8.53325774209736 492.69792680949 
1426597990.941 3237517 40637 2 189.06 2 39.2251 47.6028707 8.5340223 418.667 47.6035402 8.5329392 492.98 -63.0261 73.1419 74.1803 -54.7451 72.5225 74.1743 47.6035229299698 8.53329431796509 492.841902819963 
1426597991.141 3237851 41429 2 190.399 2 39.7893 47.6028707 8.5340223 418.667 47.6035253 8.5333071 493.583 -63.0261 73.1419 74.1803 -51.9791 72.3156 74.1722 47.6035210694461 8.53333109963028 492.839868640721 
